post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00200,user_00100,Just saw the news about foreign policy. Interesting times ahead.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,general,2,-0.4555,0.6396,sports,0.1141,0.0519
post_00014,user_00007,New report on immigration reform just dropped. The findings are surprising.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,0,general,2,-0.5321,0.5911,arts_&_culture,0.7686,0.2548
post_00108,user_00054,Unpopular opinion: tech regulation deserves way more attention.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,1,general,2,-0.3483,0.9662,celebrity_&_pop_culture,0.3878,0.0335
post_00101,user_00051,Excited to share my thoughts on housing affordability with everyone.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,1,general,2,-0.9853,0.8675,gaming,0.1507,0.0967
post_00059,user_00030,Hot take: education funding is more complicated than people think.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,general,2,-0.8072,0.2665,politics,0.7324,0.1522
post_00013,user_00007,Can we talk about renewable energy? There's so much to unpack here.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,1,general,2,0.5615,0.746,gaming,0.2329,0.0685
post_00057,user_00029,Excited to share my thoughts on tech regulation with everyone.,female,Democrat,liberal,Asian,45-54,college,<25k,married,religious,0,general,2,0.8052,0.1398,arts_&_culture,0.4401,0.2975
post_00089,user_00045,Just saw the news about renewable energy. Interesting times ahead.,male,Democrat,very conservative,Hispanic,65+,college,25k-50k,married,religious,0,general,2,-0.0884,0.4779,travel_&_adventure,0.5531,0.0012
post_00029,user_00015,Hot take: healthcare costs is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,somewhat religious,0,general,2,-0.7402,0.4674,gaming,0.5251,0.0621
post_00060,user_00030,Just saw the news about immigration reform. Interesting times ahead.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,general,3,-0.5953,0.4169,sports,0.6541,0.005
post_00012,user_00006,What's everyone's take on minimum wage? I'm genuinely curious.,female,Democrat,moderate,White,25-34,high school,75k-100k,divorced,not religious,0,general,3,-0.3881,0.2326,politics,0.9698,0.2979
post_00031,user_00016,"Reminder that education funding affects everyone, not just a few.",male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,general,3,0.1584,0.3675,other,0.9846,0.1754
post_00020,user_00010,Hot take: media bias is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,0,general,3,-0.4128,0.318,family,0.9096,0.1857
post_00157,user_00079,Quick update on tech regulation: things are moving fast.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,1,general,3,-0.6954,0.8335,arts_&_culture,0.9275,0.0649
post_00068,user_00034,Quick update on gun safety: things are moving fast.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,general,3,0.2694,0.921,gaming,0.6491,0.2756
post_00159,user_00080,Why does no one talk about student debt enough? It really matters.,female,Republican,very liberal,White,55-64,postgraduate,100k+,divorced,religious,0,general,3,-0.6465,0.3664,family,0.2882,0.0381
post_00118,user_00059,Unpopular opinion: tax policy deserves way more attention.,male,Republican,liberal,White,65+,college,100k+,single,religious,0,general,3,0.7132,0.3275,celebrity_&_pop_culture,0.7338,0.2692
post_00199,user_00100,Can we talk about labor rights? There's so much to unpack here.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,general,3,-0.4683,0.5361,science_&_technology,0.9033,0.267
post_00062,user_00031,Reading about housing affordability this morning — highly recommend.,male,Democrat,very liberal,White,65+,college,100k+,single,not religious,0,general,3,0.3368,0.1462,other,0.0841,0.2135
post_00120,user_00060,New report on renewable energy just dropped. The findings are surprising.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,general,3,-0.225,0.6031,sports,0.3926,0.0999
post_00097,user_00049,Just saw the news about election integrity. Interesting times ahead.,male,Republican,liberal,Asian,25-34,postgraduate,<25k,single,very religious,0,general,3,0.9512,0.2297,travel_&_adventure,0.7999,0.1684
post_00135,user_00068,Reading about foreign policy this morning — highly recommend.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,general,3,0.517,0.3795,family,0.75,0.2641
post_00033,user_00017,Long thread incoming on healthcare costs — stay tuned.,female,Republican,conservative,White,18-24,postgraduate,50k-75k,single,somewhat religious,0,general,3,-0.2764,0.9796,diaries_&_daily_life,0.703,0.0057
post_00064,user_00032,What's everyone's take on labor rights? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,0,general,3,0.4389,0.6857,travel_&_adventure,0.3465,0.1609
post_00138,user_00069,"Reminder that renewable energy affects everyone, not just a few.",female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,0,general,3,-0.1358,0.2969,science_&_technology,0.1239,0.1865
post_00002,user_00001,Reading about climate policy this morning — highly recommend.,male,Republican,moderate,White,55-64,postgraduate,50k-75k,married,somewhat religious,0,general,3,0.2546,0.9489,fitness_&_health,0.0409,0.082
post_00087,user_00044,Can we talk about labor rights? There's so much to unpack here.,male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,1,general,3,-0.1266,0.0211,news_&_social_concern,0.5395,0.186
post_00170,user_00085,Long thread incoming on media bias — stay tuned.,non-binary,Republican,very liberal,Asian,35-44,college,50k-75k,single,very religious,0,general,3,0.53,0.1439,travel_&_adventure,0.6376,0.0415
post_00101,user_00051,Excited to share my thoughts on housing affordability with everyone.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,general,3,-0.9853,0.8675,gaming,0.1507,0.0967
post_00126,user_00063,What's everyone's take on labor rights? I'm genuinely curious.,male,Republican,conservative,White,18-24,college,25k-50k,married,very religious,0,general,3,-0.3753,0.5308,news_&_social_concern,0.9903,0.0004
post_00055,user_00028,New report on minimum wage just dropped. The findings are surprising.,male,Independent,moderate,White,25-34,high school,75k-100k,single,not religious,0,general,3,-0.238,0.0991,other,0.5985,0.0234
post_00147,user_00074,Why does no one talk about climate policy enough? It really matters.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,0,general,3,0.1682,0.9163,learning_&_educational,0.7773,0.0152
post_00093,user_00047,Reading about healthcare costs this morning — highly recommend.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,0,general,3,0.8172,0.779,news_&_social_concern,0.4775,0.2216
post_00010,user_00005,Why does no one talk about media bias enough? It really matters.,female,Republican,moderate,White,35-44,college,75k-100k,married,somewhat religious,1,general,3,0.0021,0.1017,business_&_entrepreneurs,0.0248,0.1802
post_00088,user_00044,"Reminder that infrastructure affects everyone, not just a few.",male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,0,general,3,-0.0762,0.3736,sports,0.3389,0.0955
post_00065,user_00033,Unpopular opinion: renewable energy deserves way more attention.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,general,3,-0.7709,0.5944,gaming,0.4933,0.1382
post_00015,user_00008,Excited to share my thoughts on tax policy with everyone.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,general,3,-0.6775,0.5238,news_&_social_concern,0.1916,0.2398
post_00026,user_00013,Can we talk about climate policy? There's so much to unpack here.,female,Independent,liberal,White,55-64,college,25k-50k,married,religious,0,general,3,0.3926,0.052,food_&_dining,0.4482,0.1242
post_00066,user_00033,Reading about student debt this morning — highly recommend.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,general,3,0.2997,0.4809,family,0.4897,0.1784
post_00110,user_00055,What's everyone's take on tech regulation? I'm genuinely curious.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,general,3,-0.8311,0.3284,celebrity_&_pop_culture,0.9855,0.0884
post_00183,user_00092,Long thread incoming on mental health — stay tuned.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,1,general,3,0.4895,0.1403,science_&_technology,0.6877,0.0938
post_00173,user_00087,Just saw the news about healthcare costs. Interesting times ahead.,female,Democrat,very conservative,White,35-44,postgraduate,25k-50k,married,not religious,0,general,3,-0.9124,0.5552,learning_&_educational,0.9955,0.0197
post_00136,user_00068,Today I'm thinking about labor rights and what it means for all of us.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,1,general,3,-0.1684,0.5354,sports,0.465,0.1991
post_00112,user_00056,New report on gun safety just dropped. The findings are surprising.,male,Independent,moderate,White,65+,high school,100k+,married,religious,0,general,3,0.9238,0.6425,fitness_&_health,0.6204,0.2124
post_00067,user_00034,Long thread incoming on healthcare costs — stay tuned.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,general,3,0.5568,0.2864,fitness_&_health,0.1197,0.0309
post_00185,user_00093,Quick update on media bias: things are moving fast.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,0,general,3,0.2633,0.3976,other,0.8272,0.2866
post_00198,user_00099,"Reminder that renewable energy affects everyone, not just a few.",male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,0,general,3,-0.9168,0.8486,science_&_technology,0.9779,0.2509
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,1,general,3,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00029,user_00015,Hot take: healthcare costs is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,somewhat religious,0,general,3,-0.7402,0.4674,gaming,0.5251,0.0621
post_00039,user_00020,Unpopular opinion: labor rights deserves way more attention.,male,Democrat,conservative,White,65+,high school,<25k,single,somewhat religious,1,general,3,-0.0609,0.933,gaming,0.0107,0.0182
post_00115,user_00058,What's everyone's take on media bias? I'm genuinely curious.,female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,1,general,3,0.2606,0.9027,fitness_&_health,0.278,0.1039
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,1,general,3,0.1184,0.2847,gaming,0.7629,0.0565
post_00144,user_00072,The housing affordability situation has been on my mind a lot lately.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,0,general,3,-0.0992,0.5063,other,0.1159,0.1429
post_00106,user_00053,The tax policy situation has been on my mind a lot lately.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,general,3,-0.012,0.6526,other,0.4116,0.0054
post_00023,user_00012,Just saw the news about renewable energy. Interesting times ahead.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,1,general,3,-0.3403,0.8044,family,0.7937,0.1787
post_00109,user_00055,Excited to share my thoughts on infrastructure with everyone.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,general,3,-0.0666,0.0249,food_&_dining,0.9584,0.0738
post_00073,user_00037,Just saw the news about immigration reform. Interesting times ahead.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,general,3,-0.711,0.5327,business_&_entrepreneurs,0.0848,0.0694
post_00092,user_00046,Today I'm thinking about tax policy and what it means for all of us.,female,Democrat,moderate,White,18-24,college,100k+,married,somewhat religious,0,general,3,-0.7932,0.6329,celebrity_&_pop_culture,0.5555,0.2622
post_00158,user_00079,Excited to share my thoughts on student debt with everyone.,female,Republican,moderate,Other,45-54,college,100k+,single,not religious,0,general,3,-0.5455,0.739,gaming,0.173,0.0556
post_00108,user_00054,Unpopular opinion: tech regulation deserves way more attention.,female,Independent,very conservative,Other,45-54,college,100k+,married,very religious,0,general,4,-0.3483,0.9662,celebrity_&_pop_culture,0.3878,0.0335
post_00102,user_00051,Reading about housing affordability this morning — highly recommend.,other,Republican,very liberal,White,18-24,high school,<25k,married,somewhat religious,0,general,4,0.1753,0.2882,family,0.8021,0.0761
